TimePeriod,GeoType,GeoID,GeoRank,Geography,Bicycle (number),Bicycle (percent),"Car, truck, or van (number)","Car, truck, or van (percent)",Public transportation (number),Public transportation (percent),Walked (number),Walked (percent)
2014-18,NTA2010,4726,8,Gravesend,95,0.8,"3,653",28.9,"6,939",54.9,"1,203",9.5
2014-18,NTA2010,4727,8,Bath Beach,72,0.5,"4,944",33.6,"8,146",55.3,917,6.2
2014-18,NTA2010,4728,8,Bensonhurst West,301,0.7,"11,270",27.4,"24,407",59.3,"3,754",9.1
2014-18,NTA2010,4729,8,Bensonhurst East,394,1.3,"7,959",27,"17,699",60.1,"2,041",6.9
2014-18,NTA2010,4730,8,Dyker Heights,158,0.8,"7,267",37.2,"9,384",48,"2,121",10.8
2014-18,NTA2010,4731,8,Bay Ridge,304,0.8,"10,407",26.9,"22,521",58.3,"3,285",8.5
2014-18,NTA2010,4732,8,Sunset Park West,539,2.1,"3,613",14.3,"17,131",67.6,"3,106",12.3
2014-18,NTA2010,4733,8,Carroll Gardens-Columbia Street-Red Hook,"1,336",5.8,"2,483",10.8,"14,256",62.1,"2,604",11.3
2014-18,NTA2010,4734,8,Sunset Park East,428,1.5,"5,560",19,"17,239",59,"5,145",17.6
2014-18,NTA2010,4735,8,Stuyvesant Heights,797,2.5,"5,725",17.9,"22,332",69.8,"1,296",4
2014-18,NTA2010,4737,8,Park Slope-Gowanus,"1,154",2.6,"4,267",9.8,"30,088",68.8,"3,639",8.3
2014-18,NTA2010,4738,8,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,825,3.4,"1,543",6.3,"17,074",69.8,"2,681",11
2014-18,NTA2010,4740,8,Windsor Terrace,297,2.4,"1,738",14.2,"8,301",67.7,885,7.2
2014-18,NTA2010,4741,8,Kensington-Ocean Parkway,231,1.5,"3,524",23,"9,660",63.1,"1,070",7
2014-18,NTA2010,4742,8,Flatbush,818,1.6,"9,849",19.5,"33,759",66.8,"3,370",6.7
2014-18,NTA2010,4743,8,Midwood,188,0.9,"7,803",35.9,"10,141",46.6,"2,427",11.2
2014-18,NTA2010,4744,8,Madison,145,0.8,"6,490",35.4,"9,345",51,"1,370",7.5
2014-18,NTA2010,4745,8,Georgetown-Marine Park-Bergen Beach-Mill Basin,108,0.5,"12,648",59.2,"6,808",31.8,890,4.2
2014-18,NTA2010,4746,8,Ocean Parkway South,141,1.8,"3,335",43.1,"2,717",35.1,"1,145",14.8
2014-18,NTA2010,4750,8,Canarsie,118,0.3,"16,891",40.2,"22,698",54,"1,245",3
2014-18,NTA2010,4758,8,Flatlands,151,0.5,"12,969",39.5,"17,309",52.7,"1,166",3.6
2014-18,NTA2010,4760,8,Prospect Lefferts Gardens-Wingate,497,1.5,"5,334",16.3,"23,446",71.6,"1,882",5.7
2014-18,NTA2010,4761,8,Crown Heights North,"1,370",2.6,"7,885",14.8,"37,739",70.8,"3,156",5.9
2014-18,NTA2010,4763,8,Crown Heights South,282,1.5,"2,698",14,"12,860",66.9,"2,130",11.1
2014-18,NTA2010,4764,8,Prospect Heights,496,3.9,923,7.3,"9,157",72.3,811,6.4
2014-18,NTA2010,4768,8,Fort Greene,536,3.3,"1,637",10.2,"10,950",68.4,"1,693",10.6
2014-18,NTA2010,4769,8,Clinton Hill,"1,198",5.5,"2,662",12.3,"14,262",65.7,"1,949",9
2014-18,NTA2010,4772,8,Williamsburg,91,1,"1,857",21.1,"1,905",21.6,"4,454",50.5
2014-18,NTA2010,4773,8,North Side-South Side,"1,123",3.3,"3,329",9.9,"23,434",69.9,"3,045",9.1
2014-18,NTA2010,4775,8,Bedford,"1,125",3.4,"4,680",14,"20,989",62.7,"4,383",13.1
2014-18,NTA2010,4776,8,Greenpoint,840,3.9,"3,136",14.7,"13,961",65.5,"1,957",9.2
2014-18,NTA2010,4777,8,Bushwick North,827,2.8,"4,013",13.5,"20,640",69.6,"2,550",8.6
2014-18,NTA2010,4778,8,Bushwick South,"1,142",3.2,"5,128",14.6,"24,728",70.3,"2,131",6.1
2014-18,NTA2010,4779,8,Ocean Hill,30,0.2,"2,583",17.5,"10,889",73.7,663,4.5
2014-18,NTA2010,4781,8,Brownsville,11,0.1,"3,366",21,"11,204",69.9,996,6.2
2014-18,NTA2010,4782,8,East New York,34,0.1,"9,962",27.1,"24,043",65.3,"1,560",4.2
2014-18,NTA2010,4783,8,Cypress Hills-City Line,75,0.4,"5,472",26.4,"13,696",66.1,924,4.5
2014-18,NTA2010,4785,8,East New York (Pennsylvania Ave),72,0.6,"2,746",23.9,"7,971",69.5,417,3.6
2014-18,NTA2010,4788,8,Borough Park,350,1,"9,581",28.4,"11,611",34.4,"10,104",30
2014-18,NTA2010,4790,8,East Williamsburg,647,3.1,"2,418",11.7,"14,900",72,"1,279",6.2
2014-18,NTA2010,4791,8,East Flatbush-Farragut,88,0.4,"7,533",30.4,"15,441",62.3,960,3.9
2014-18,NTA2010,4793,8,Starrett City,11,0.3,"1,274",29.5,"2,636",61.1,355,8.2
2014-18,NTA2010,4795,8,Erasmus,77,0.6,"2,178",16.4,"9,638",72.7,825,6.2
2014-18,NTA2010,4796,8,Rugby-Remsen Village,84,0.3,"7,340",29.1,"15,581",61.8,"1,178",4.7
2014-18,NTA2010,6101,8,Marble Hill-Inwood,66,0.3,"3,172",12.7,"17,083",68.3,"2,463",9.8
2014-18,NTA2010,6103,8,Central Harlem North-Polo Grounds,380,1,"4,487",11.7,"27,747",72.6,"3,202",8.4
2014-18,NTA2010,6104,8,Hamilton Heights,574,2,"2,378",8.3,"22,197",77.4,"1,451",5.1
2014-18,NTA2010,6106,8,Manhattanville,124,1.1,778,7.1,"8,550",78.1,795,7.3
2014-18,NTA2010,6109,8,Morningside Heights,331,1.5,"1,660",7.6,"12,188",56.1,"5,380",24.7
2014-18,NTA2010,6111,8,Central Harlem South,251,1,"1,968",7.8,"19,510",76.9,"1,675",6.6
2014-18,NTA2010,6112,8,Upper West Side,"1,389",1.9,"5,400",7.4,"49,550",68.1,"6,063",8.3
2014-18,NTA2010,6113,8,Hudson Yards-Chelsea-Flatiron-Union Square,"1,467",2.9,"2,868",5.7,"26,729",53.1,"14,303",28.4
2014-18,NTA2010,6114,8,Lincoln Square,971,2.8,"2,693",7.7,"19,694",56.2,"6,625",18.9
2014-18,NTA2010,6115,8,Clinton,"1,032",3.1,"1,811",5.4,"15,428",46.1,"11,670",34.8
2014-18,NTA2010,6117,8,Midtown-Midtown South,296,1.7,684,3.9,"7,360",41.7,"7,307",41.4
2014-18,NTA2010,6119,8,Turtle Bay-East Midtown,212,0.6,"2,408",7.3,"12,807",39.1,"13,157",40.1
2014-18,NTA2010,6120,8,Murray Hill-Kips Bay,285,0.9,"1,053",3.4,"13,433",43.7,"12,900",41.9
2014-18,NTA2010,6121,8,Gramercy,561,3.2,907,5.1,"9,717",55.1,"4,656",26.4
2014-18,NTA2010,6122,8,East Village,"1,779",7,"1,347",5.3,"13,647",53.6,"6,248",24.6
2014-18,NTA2010,6123,8,West Village,"1,658",4,"2,643",6.4,"20,913",50.8,"10,112",24.5
2014-18,NTA2010,6124,8,SoHo-TriBeCa-Civic Center-Little Italy,837,3.3,"1,338",5.3,"13,023",51.5,"6,447",25.5
2014-18,NTA2010,6125,8,Battery Park City-Lower Manhattan,544,1.8,"1,696",5.7,"16,266",54.4,"8,843",29.6
2014-18,NTA2010,6127,8,Chinatown,856,4.3,"1,895",9.4,"9,598",47.7,"6,168",30.7
2014-18,NTA2010,6128,8,Lower East Side,"1,665",6,"2,220",8,"16,501",59.5,"5,994",21.6
2014-18,NTA2010,6131,8,Lenox Hill-Roosevelt Island,815,1.7,"5,057",10.6,"24,203",50.9,"12,218",25.7
2014-18,NTA2010,6132,8,Yorkville,544,1.1,"4,002",8.1,"32,914",66.4,"6,511",13.1
2014-18,NTA2010,6133,8,East Harlem South,316,1.3,"1,774",7.1,"17,299",68.9,"4,088",16.3
2014-18,NTA2010,6134,8,East Harlem North,277,1.2,"2,304",9.7,"17,346",73.3,"2,499",10.6
2014-18,NTA2010,6135,8,Washington Heights North,191,0.6,"3,808",11.2,"24,064",70.5,"3,678",10.8
2014-18,NTA2010,6136,8,Washington Heights South,624,1.3,"5,930",12.5,"32,002",67.3,"5,876",12.4
2014-18,NTA2010,6140,8,Upper East Side-Carnegie Hill,373,1.3,"3,015",10.5,"13,995",48.9,"5,131",17.9
2014-18,NTA2010,6150,8,Stuyvesant Town-Cooper Village,594,4.5,627,4.7,"7,789",58.4,"3,005",22.5
2014-18,NTA2010,8101,8,South Jamaica,21,0.1,"8,047",44,"9,126",49.9,736,4
2014-18,NTA2010,8102,8,Springfield Gardens North,0,0,"6,349",49.6,"5,343",41.8,465,3.6
2014-18,NTA2010,8103,8,Springfield Gardens South-Brookville,0,0,"5,380",55,"3,912",40,212,2.2
2014-18,NTA2010,8105,8,Rosedale,0,0,"8,175",61.6,"4,420",33.3,307,2.3
2014-18,NTA2010,8106,8,Jamaica Estates-Holliswood,25,0.2,"6,282",48,"5,617",42.9,492,3.8
2014-18,NTA2010,8107,8,Hollis,4,0,"5,151",46.7,"5,241",47.5,249,2.3
2014-18,NTA2010,8108,8,St. Albans,72,0.3,"13,320",52.3,"10,696",42,600,2.4
2014-18,NTA2010,8110,8,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,69,0.6,"8,032",65.8,"2,917",23.9,610,5
2014-18,NTA2010,8112,8,Hammels-Arverne-Edgemere,93,0.6,"7,242",45.9,"7,538",47.8,403,2.6
2014-18,NTA2010,8115,8,Far Rockaway-Bayswater,72,0.3,"10,731",49.2,"8,212",37.7,"1,584",7.3
2014-18,NTA2010,8117,8,Forest Hills,66,0.1,"11,948",26.8,"27,618",61.9,"2,441",5.5
2014-18,NTA2010,8118,8,Rego Park,76,0.6,"3,798",28,"8,082",59.6,875,6.4
2014-18,NTA2010,8119,8,Glendale,179,1,"8,342",47.8,"7,568",43.4,946,5.4
2014-18,NTA2010,8120,8,Ridgewood,313,0.8,"8,860",22.9,"25,335",65.5,"3,006",7.8
2014-18,NTA2010,8121,8,Middle Village,54,0.3,"9,319",47.4,"8,456",43,"1,253",6.4
2014-18,NTA2010,8122,8,Flushing,39,0.1,"10,972",34.7,"14,034",44.3,"5,945",18.8
2014-18,NTA2010,8123,8,College Point,47,0.4,"6,427",58.6,"3,581",32.7,636,5.8
2014-18,NTA2010,8125,8,Corona,160,0.6,"6,301",23.9,"16,048",60.8,"2,796",10.6
2014-18,NTA2010,8126,8,North Corona,262,1,"4,781",18.3,"18,446",70.4,"2,311",8.8
2014-18,NTA2010,8127,8,East Elmhurst,131,1.6,"2,729",33.8,"4,542",56.3,433,5.4
2014-18,NTA2010,8128,8,Jackson Heights,394,0.8,"13,186",27.4,"29,515",61.2,"3,700",7.7
2014-18,NTA2010,8129,8,Elmhurst,315,0.8,"7,178",18,"28,250",71,"2,997",7.5
2014-18,NTA2010,8130,8,Maspeth,115,0.8,"6,725",44.3,"7,105",46.8,737,4.9
2014-18,NTA2010,8131,8,Hunters Point-Sunnyside-West Maspeth,512,1.2,"7,006",17,"30,067",73,"1,857",4.5
2014-18,NTA2010,8133,8,Cambria Heights,34,0.3,"6,095",57.2,"4,149",38.9,74,0.7
2014-18,NTA2010,8134,8,Queens Village,118,0.4,"14,155",53.2,"11,073",41.6,553,2.1
2014-18,NTA2010,8135,8,Briarwood-Jamaica Hills,34,0.2,"6,891",31.9,"12,359",57.2,"1,399",6.5
2014-18,NTA2010,8137,8,Kew Gardens Hills,25,0.2,"7,618",46.9,"6,722",41.4,"1,210",7.5
2014-18,NTA2010,8138,8,Pomonok-Flushing Heights-Hillcrest,0,0,"7,876",50.1,"6,160",39.2,988,6.3
2014-18,NTA2010,8141,8,Fresh Meadows-Utopia,0,0,"4,817",55,"3,363",38.4,147,1.7
2014-18,NTA2010,8142,8,Oakland Gardens,0,0,"8,872",61.1,"4,777",32.9,265,1.8
2014-18,NTA2010,8143,8,Bellerose,0,0,"8,760",67.8,"3,448",26.7,248,1.9
2014-18,NTA2010,8144,8,Glen Oaks-Floral Park-New Hyde Park,28,0.3,"7,966",74.4,"1,918",17.9,441,4.1
2014-18,NTA2010,8145,8,Douglas Manor-Douglaston-Little Neck,42,0.4,"7,539",63.7,"3,323",28.1,310,2.6
2014-18,NTA2010,8146,8,Bayside-Bayside Hills,8,0,"12,441",59.2,"7,167",34.1,775,3.7
2014-18,NTA2010,8147,8,Ft. Totten-Bay Terrace-Clearview,0,0,"6,814",67.3,"2,753",27.2,135,1.3
2014-18,NTA2010,8148,8,Auburndale,20,0.2,"5,731",59,"3,508",36.1,193,2
2014-18,NTA2010,8149,8,Whitestone,0,0,"10,213",70.6,"3,505",24.2,248,1.7
2014-18,NTA2010,8150,8,Elmhurst-Maspeth,47,0.4,"3,677",29.9,"7,607",61.8,505,4.1
2014-18,NTA2010,8151,8,Murray Hill,115,0.5,"9,855",44.1,"9,295",41.6,"2,676",12
2014-18,NTA2010,8152,8,East Flushing,51,0.4,"5,413",47.4,"4,693",41.1,835,7.3
2014-18,NTA2010,8153,8,Woodhaven,85,0.3,"9,308",33.1,"16,368",58.2,"1,252",4.5
2014-18,NTA2010,8154,8,Richmond Hill,87,0.3,"11,577",37.8,"15,822",51.7,"1,989",6.5
2014-18,NTA2010,8155,8,South Ozone Park,127,0.3,"18,873",47.8,"17,761",45,"1,215",3.1
2014-18,NTA2010,8156,8,Ozone Park,0,0,"5,084",45.8,"5,179",46.7,435,3.9
2014-18,NTA2010,8157,8,Lindenwood-Howard Beach,0,0,"8,753",68.2,"3,574",27.8,323,2.5
2014-18,NTA2010,8160,8,Kew Gardens,184,1.6,"3,841",33.1,"6,153",53,564,4.9
2014-18,NTA2010,8161,8,Jamaica,88,0.4,"6,913",28.4,"14,798",60.7,"1,841",7.6
2014-18,NTA2010,8162,8,Queensboro Hill,49,0.5,"4,638",51.2,"3,739",41.3,286,3.2
2014-18,NTA2010,8163,8,Woodside,108,0.5,"5,007",22.5,"15,337",68.9,"1,153",5.2
2014-18,NTA2010,8166,8,Laurelton,23,0.2,"7,345",57.1,"4,905",38.1,197,1.5
2014-18,NTA2010,8168,8,Queensbridge-Ravenswood-Long Island City,155,2,"1,003",12.7,"5,541",70.1,770,9.7
2014-18,NTA2010,8170,8,Astoria,585,1.3,"5,936",13.7,"32,218",74.1,"3,009",6.9
2014-18,NTA2010,8171,8,Old Astoria,235,1.8,"2,235",17.3,"9,045",70.2,794,6.2
2014-18,NTA2010,8172,8,Steinway,211,0.8,"6,614",24.6,"16,936",63,"1,691",6.3
2014-18,NTA2010,8176,8,Baisley Park,33,0.2,"8,519",46.2,"8,535",46.3,612,3.3
2014-18,NTA2010,8501,8,Annadale-Huguenot-Prince's Bay-Eltingville,0,0,"9,979",72.5,"3,129",22.7,119,0.9
2014-18,NTA2010,8505,8,New Springville-Bloomfield-Travis,28,0.2,"12,424",68,"5,003",27.4,355,1.9
2014-18,NTA2010,8507,8,Westerleigh,9,0.1,"7,635",68.3,"3,023",27.1,231,2.1
2014-18,NTA2010,8508,8,Grymes Hill-Clifton-Fox Hills,113,1.2,"4,921",53.6,"3,563",38.8,302,3.3
2014-18,NTA2010,8511,8,Charleston-Richmond Valley-Tottenville,0,0,"8,358",78,"2,023",18.9,102,1
2014-18,NTA2010,8512,8,Mariner's Harbor-Arlington-Port Ivory-Graniteville,13,0.1,"7,628",57.9,"4,815",36.6,543,4.1
2014-18,NTA2010,8514,8,Grasmere-Arrochar-Ft. Wadsworth,18,0.3,"3,818",54.3,"2,605",37,197,2.8
2014-18,NTA2010,8522,8,West New Brighton-New Brighton-St. George,75,0.6,"5,761",43.9,"6,025",45.9,784,6
2014-18,NTA2010,8524,8,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,0,0,"9,537",68.6,"3,363",24.2,376,2.7
2014-18,NTA2010,8525,8,Oakwood-Oakwood Beach,3,0,"6,218",66.5,"2,644",28.3,205,2.2
2014-18,NTA2010,8528,8,Port Richmond,0,0,"5,272",63,"2,378",28.4,228,2.7
2014-18,NTA2010,8532,8,Rossville-Woodrow,15,0.1,"7,053",69.7,"2,631",26,196,1.9
2014-18,NTA2010,8535,8,New Brighton-Silver Lake,22,0.3,"4,431",59.1,"2,306",30.7,462,6.2
2014-18,NTA2010,8536,8,Old Town-Dongan Hills-South Beach,68,0.6,"6,487",61.3,"3,271",30.9,347,3.3
2014-18,NTA2010,8537,8,Stapleton-Rosebank,55,0.5,"4,977",47.6,"4,729",45.2,313,3
2014-18,NTA2010,8545,8,New Dorp-Midland Beach,0,0,"6,025",62.6,"2,982",31,258,2.7
2014-18,NTA2010,8548,8,Arden Heights,0,0,"9,099",73.1,"2,717",21.8,62,0.5
2014-18,NTA2010,8554,8,Great Kills,61,0.3,"13,910",71.6,"4,698",24.2,249,1.3
2014-18,CD,101,6,Financial District (CD1),"3,039",3.2,"5,677",5.9,"50,202",52.1,"25,402",26.4
2014-18,CD,102,6,Greenwich Village and Soho (CD2),"3,039",3.2,"5,677",5.9,"50,202",52.1,"25,402",26.4
2014-18,CD,103,6,Lower East Side and Chinatown (CD3),"4,300",5.9,"5,462",7.5,"39,746",54.2,"18,410",25.1
2014-18,CD,104,6,Clinton and Chelsea (CD4),"2,795",2.8,"5,363",5.3,"49,517",48.8,"33,280",32.8
2014-18,CD,105,6,Midtown (CD5),"2,795",2.8,"5,363",5.3,"49,517",48.8,"33,280",32.8
2014-18,CD,106,6,Stuyvesant Town and Turtle Bay (CD6),"1,652",1.7,"4,995",5.3,"43,746",46.3,"33,718",35.7
2014-18,CD,107,6,Upper West Side (CD7),"2,360",2.2,"8,093",7.5,"69,244",64.2,"12,688",11.8
2014-18,CD,108,6,Upper East Side (CD8),"1,732",1.4,"12,074",9.6,"71,112",56.5,"23,860",19
2014-18,CD,109,6,Morningside Heights and Hamilton Heights (CD9),"1,029",1.7,"4,816",7.8,"42,935",69.9,"7,626",12.4
2014-18,CD,110,6,Central Harlem (CD10),631,1,"6,455",10.2,"47,257",74.3,"4,877",7.7
2014-18,CD,111,6,East Harlem (CD11),593,1.2,"4,078",8.4,"34,645",71.1,"6,587",13.5
2014-18,CD,112,6,Washington Heights and Inwood (CD12),881,0.8,"12,910",12.1,"73,149",68.6,"12,017",11.3
2014-18,CD,201,6,Mott Haven and Melrose (CD1),280,0.5,"9,044",17.2,"35,675",68,"4,907",9.4
2014-18,CD,202,6,Hunts Point and Longwood (CD2),280,0.5,"9,044",17.2,"35,675",68,"4,907",9.4
2014-18,CD,203,6,Morrisania and Crotona (CD3),58,0.1,"12,512",21,"38,224",64.2,"5,440",9.1
2014-18,CD,204,6,Highbridge and Concourse (CD4),203,0.4,"9,377",16.8,"38,762",69.4,"4,703",8.4
2014-18,CD,205,6,Fordham and University Heights (CD5),222,0.4,"9,810",18.7,"35,260",67.3,"3,959",7.6
2014-18,CD,206,6,Belmont and East Tremont (CD6),58,0.1,"12,512",21,"38,224",64.2,"5,440",9.1
2014-18,CD,207,6,Kingsbridge Heights and Bedford (CD7),215,0.4,"9,844",17.5,"38,608",68.4,"5,272",9.3
2014-18,CD,208,6,Riverdale and Fieldston (CD8),266,0.5,"14,932",30.1,"27,383",55.2,"3,730",7.5
2014-18,CD,209,6,Parkchester and Soundview (CD9),187,0.2,"22,150",29.5,"45,625",60.7,"4,364",5.8
2014-18,CD,210,6,Throgs Neck and Co-op City (CD10),52,0.1,"25,843",47.6,"23,479",43.2,"2,623",4.8
2014-18,CD,211,6,Morris Park and Bronxdale (CD11),256,0.5,"20,397",35.9,"29,517",51.9,"4,367",7.7
2014-18,CD,212,6,Williamsbridge and Baychester (CD12),317,0.5,"26,096",40,"33,426",51.3,"3,345",5.1
2014-18,CD,301,6,Greenpoint and Williamsburg (CD1),"2,701",3.2,"10,740",12.7,"54,200",64.2,"10,735",12.7
2014-18,CD,302,6,Fort Greene and Brooklyn Heights (CD2),"2,919",3.8,"6,682",8.8,"51,794",68.2,"7,955",10.5
2014-18,CD,303,6,Bedford Stuyvesant (CD3),"1,922",2.9,"10,405",15.9,"43,321",66.1,"5,679",8.7
2014-18,CD,304,6,Bushwick (CD4),"1,969",3,"9,141",14.1,"45,368",70,"4,681",7.2
2014-18,CD,305,6,East New York and Starrett City (CD5),120,0.2,"16,708",27,"40,375",65.3,"2,839",4.6
2014-18,CD,306,6,Park Slope and Carroll Gardens (CD6),"2,490",3.7,"6,750",10.1,"44,344",66.5,"6,243",9.4
2014-18,CD,307,6,Sunset Park (CD7),"1,264",1.9,"10,911",16.3,"42,671",63.9,"9,136",13.7
2014-18,CD,308,6,Crown Heights and Prospect Heights (CD8),"1,866",2.8,"8,808",13.4,"46,896",71.1,"3,967",6
2014-18,CD,309,6,South Crown Heights and Lefferts Gardens (CD9),779,1.5,"8,032",15.5,"36,306",69.9,"4,012",7.7
2014-18,CD,310,6,Bay Ridge and Dyker Heights (CD10),462,0.8,"17,674",30.4,"31,905",54.8,"5,406",9.3
2014-18,CD,311,6,Bensonhurst (CD11),767,0.9,"24,173",28.3,"50,252",58.9,"6,712",7.9
2014-18,CD,312,6,Borough Park (CD12),722,1.3,"16,440",29,"23,988",42.3,"12,319",21.7
2014-18,CD,313,6,Coney Island (CD13),196,0.4,"12,909",29.4,"24,116",55,"4,548",10.4
2014-18,CD,314,6,Flatbush and Midwood (CD14),"1,006",1.4,"17,652",24.4,"43,900",60.7,"5,797",8
2014-18,CD,315,6,Sheepshead Bay (CD15),443,0.7,"24,720",37.1,"32,619",48.9,"4,967",7.4
2014-18,CD,316,6,Brownsville (CD16),113,0.3,"8,695",20.6,"30,064",71.1,"2,076",4.9
2014-18,CD,317,6,East Flatbush (CD17),249,0.4,"17,051",26.9,"40,660",64.3,"2,963",4.7
2014-18,CD,318,6,Flatlands and Canarsie (CD18),377,0.4,"42,508",44.2,"46,815",48.6,"3,301",3.4
2014-18,CD,401,6,Long Island City and Astoria (CD1),"1,186",1.3,"15,788",17.3,"63,740",70,"6,264",6.9
2014-18,CD,402,6,Woodside and Sunnyside (CD2),667,0.9,"15,690",20.7,"53,011",70,"3,515",4.6
2014-18,CD,403,6,Jackson Heights (CD3),787,1,"20,696",25.1,"52,503",63.7,"6,444",7.8
2014-18,CD,404,6,Elmhurst and Corona (CD4),475,0.7,"13,479",20.4,"44,298",66.9,"5,793",8.7
2014-18,CD,405,6,Ridgewood and Maspeth (CD5),661,0.7,"33,246",36.5,"48,464",53.3,"5,942",6.5
2014-18,CD,406,6,Rego Park and Forest Hills (CD6),142,0.2,"15,746",27.1,"35,700",61.4,"3,316",5.7
2014-18,CD,407,6,Flushing and Whitestone (CD7),301,0.3,"54,332",49.4,"41,600",37.8,"10,761",9.8
2014-18,CD,408,6,Hillcrest and Fresh Meadows (CD8),84,0.1,"33,484",44.4,"34,221",45.4,"4,236",5.6
2014-18,CD,409,6,Kew Gardens and Woodhaven (CD9),356,0.5,"24,726",35.1,"38,343",54.5,"3,805",5.4
2014-18,CD,410,6,South Ozone Park and Howard Beach (CD10),127,0.2,"32,710",51.6,"26,514",41.8,"1,973",3.1
2014-18,CD,411,6,Bayside and Little Neck (CD11),70,0.1,"34,583",60.6,"18,775",32.9,"1,543",2.7
2014-18,CD,412,6,Jamaica and Hollis (CD12),218,0.2,"48,299",43.7,"53,739",48.7,"4,503",4.1
2014-18,CD,413,6,Queens Village (CD13),203,0.2,"57,876",59.8,"33,825",34.9,"2,032",2.1
2014-18,CD,414,6,Rockaway and Broad Channel (CD14),234,0.5,"26,005",52.2,"18,667",37.5,"2,597",5.2
2014-18,CD,501,6,St. George and Stapleton (CD1),287,0.4,"40,625",55.7,"26,839",36.8,"2,863",3.9
2014-18,CD,502,6,South Beach and Willowbrook (CD2),114,0.2,"38,291",64.5,"17,224",29,"1,533",2.6
2014-18,CD,503,6,Tottenville and Great Kills (CD3),79,0.1,"54,617",72,"17,842",23.5,933,1.2
2014-18,Subboro,1,5,Mott Haven/Hunts Point,280,0.5,"9,044",17.2,"35,675",68,"4,907",9.4
2014-18,Subboro,2,5,Morrisania/East Tremont,58,0.1,"12,523",21,"38,249",64.2,"5,440",9.1
2014-18,Subboro,3,5,Highbridge/South Concourse,203,0.4,"9,377",16.8,"38,762",69.4,"4,703",8.4
2014-18,Subboro,4,5,University Heights/Fordham,222,0.4,"9,810",18.7,"35,260",67.3,"3,959",7.6
2014-18,Subboro,5,5,Kingsbridge Heights/Mosholu,215,0.4,"9,844",17.5,"38,608",68.4,"5,272",9.3
2014-18,Subboro,6,5,Riverdale/Kingsbridge,266,0.5,"14,932",30.1,"27,383",55.2,"3,730",7.5
2014-18,Subboro,7,5,Soundview/Parkchester,187,0.2,"22,150",29.4,"45,756",60.8,"4,364",5.8
2014-18,Subboro,8,5,Throgs Neck/Co-op City,52,0.1,"25,884",47.6,"23,532",43.2,"2,623",4.8
2014-18,Subboro,9,5,Pelham Parkway,256,0.5,"20,397",35.9,"29,517",51.9,"4,367",7.7
2014-18,Subboro,10,5,Williamsbridge/Baychester,317,0.5,"26,101",40,"33,498",51.3,"3,345",5.1
2014-18,Subboro,11,5,Williamsburg/Greenpoint,"2,701",3.2,"10,740",12.7,"54,200",64.2,"10,735",12.7
2014-18,Subboro,12,5,Brooklyn Heights/Fort Greene,"2,929",3.8,"6,781",8.9,"51,925",68.1,"7,963",10.4
2014-18,Subboro,13,5,Bedford Stuyvesant,"1,922",2.9,"10,405",15.9,"43,321",66.1,"5,679",8.7
2014-18,Subboro,14,5,Bushwick,"1,969",3,"9,141",14.1,"45,368",70,"4,681",7.2
2014-18,Subboro,15,5,East New York/Starret City,120,0.2,"16,708",27,"40,375",65.3,"2,839",4.6
2014-18,Subboro,16,5,Park Slope/Carroll Gardens,"2,490",3.7,"6,750",10.1,"44,344",66.5,"6,243",9.4
2014-18,Subboro,17,5,Sunset Park,"1,264",1.9,"10,911",16.3,"42,671",63.9,"9,136",13.7
2014-18,Subboro,18,5,N. Crown Heights/Prospect Heights,"1,866",2.8,"8,808",13.4,"46,896",71.1,"3,967",6
2014-18,Subboro,19,5,South Crown Heights,779,1.5,"8,032",15.5,"36,306",69.9,"4,012",7.7
2014-18,Subboro,20,5,Bay Ridge,462,0.8,"17,674",30.4,"31,905",54.8,"5,406",9.3
2014-18,Subboro,21,5,Bensonhurst,767,0.9,"24,173",28.3,"50,252",58.9,"6,712",7.9
2014-18,Subboro,22,5,Borough Park,722,1.3,"16,440",29,"23,988",42.3,"12,319",21.7
2014-18,Subboro,23,5,Coney Island,196,0.4,"12,909",29.4,"24,116",55,"4,548",10.4
2014-18,Subboro,24,5,Flatbush,"1,006",1.4,"17,652",24.4,"43,900",60.7,"5,797",8
2014-18,Subboro,25,5,Sheepshead Bay/Gravesend,443,0.7,"24,720",37.1,"32,619",48.9,"4,967",7.4
2014-18,Subboro,26,5,Brownsville/Ocean Hill,113,0.3,"8,695",20.6,"30,064",71.1,"2,076",4.9
2014-18,Subboro,27,5,East Flatbush,249,0.4,"17,051",26.9,"40,660",64.3,"2,963",4.7
2014-18,Subboro,28,5,Flatlands/Canarsie,377,0.4,"42,516",44.2,"46,827",48.6,"3,305",3.4
2014-18,Subboro,29,5,Greenwich Village/Financial District,"3,039",3.2,"5,677",5.9,"50,202",52.1,"25,402",26.4
2014-18,Subboro,30,5,Lower East Side/Chinatown,"4,300",5.9,"5,462",7.5,"39,746",54.2,"18,410",25.1
2014-18,Subboro,31,5,Chelsea/Clinton/Midtown,"2,795",2.8,"5,363",5.3,"49,517",48.8,"33,280",32.8
2014-18,Subboro,32,5,Stuyvesant Town/Turtle Bay,"1,652",1.7,"4,995",5.3,"43,746",46.3,"33,718",35.7
2014-18,Subboro,33,5,Upper West Side,"2,360",2.2,"8,093",7.5,"69,244",64.2,"12,688",11.8
