TimePeriod,GeoType,GeoID,GeoRank,Geography,Bicycle (number),Bicycle (percent),"Car, truck, or van (number)","Car, truck, or van (percent)",Public transportation (number),Public transportation (percent),Walked (number),Walked (percent)
2012-16,NTA2010,4730,8,Dyker Heights,182,0.9,"7,380",36.9,"9,941",49.7,"1,914",9.6
2012-16,NTA2010,4731,8,Bay Ridge,217,0.6,"10,908",28.7,"21,679",57,"3,442",9
2012-16,NTA2010,4732,8,Sunset Park West,580,2.2,"3,838",14.5,"17,917",67.9,"3,289",12.5
2012-16,NTA2010,4733,8,Carroll Gardens-Columbia Street-Red Hook,931,4.1,"2,336",10.4,"14,564",64.8,"2,417",10.8
2012-16,NTA2010,4734,8,Sunset Park East,472,1.5,"5,380",17.3,"19,097",61.6,"5,423",17.5
2012-16,NTA2010,4735,8,Stuyvesant Heights,629,2.2,"4,905",17.1,"20,313",71,"1,242",4.3
2012-16,NTA2010,4737,8,Park Slope-Gowanus,"1,250",2.8,"4,681",10.5,"30,296",68,"3,394",7.6
2012-16,NTA2010,4738,8,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,694,3.1,"1,716",7.6,"15,762",69.8,"2,250",10
2012-16,NTA2010,4740,8,Windsor Terrace,306,2.5,"1,835",15.2,"8,037",66.6,746,6.2
2012-16,NTA2010,4741,8,Kensington-Ocean Parkway,290,1.8,"3,727",23,"10,029",61.9,"1,064",6.6
2012-16,NTA2010,4742,8,Flatbush,808,1.6,"9,995",20.4,"32,491",66.3,"3,416",7
2012-16,NTA2010,4743,8,Midwood,178,0.9,"7,298",35,"9,865",47.3,"2,526",12.1
2012-16,NTA2010,4744,8,Madison,200,1.2,"5,736",33,"9,325",53.7,"1,341",7.7
2012-16,NTA2010,4745,8,Georgetown-Marine Park-Bergen Beach-Mill Basin,54,0.2,"12,887",59.5,"6,904",31.9,"1,023",4.7
2012-16,NTA2010,4746,8,Ocean Parkway South,83,1,"3,193",39.9,"3,294",41.2,"1,068",13.3
2012-16,NTA2010,4750,8,Canarsie,96,0.2,"17,119",40.6,"22,604",53.6,"1,272",3
2012-16,NTA2010,4758,8,Flatlands,125,0.4,"13,068",39.4,"17,688",53.4,"1,311",4
2012-16,NTA2010,4760,8,Prospect Lefferts Gardens-Wingate,418,1.3,"5,312",16.9,"22,529",71.8,"1,592",5.1
2012-16,NTA2010,4761,8,Crown Heights North,"1,241",2.5,"7,697",15.4,"35,488",71.2,"2,933",5.9
2012-16,NTA2010,4763,8,Crown Heights South,209,1.1,"2,832",15.4,"12,051",65.5,"2,369",12.9
2012-16,NTA2010,4764,8,Prospect Heights,553,4.5,"1,112",9,"8,778",70.9,835,6.7
2012-16,NTA2010,4768,8,Fort Greene,444,3,"1,699",11.7,"9,997",68.6,"1,442",9.9
2012-16,NTA2010,4769,8,Clinton Hill,"1,038",5.1,"2,534",12.4,"13,387",65.4,"1,724",8.4
2012-16,NTA2010,4772,8,Williamsburg,71,0.8,"2,000",23.1,"1,773",20.5,"4,330",50.1
2012-16,NTA2010,4773,8,North Side-South Side,"1,015",3.2,"2,856",9.1,"22,002",69.9,"2,929",9.3
2012-16,NTA2010,4775,8,Bedford,"1,237",3.9,"4,393",13.9,"20,058",63.7,"4,258",13.5
2012-16,NTA2010,4776,8,Greenpoint,"1,028",4.9,"2,874",13.6,"14,071",66.4,"1,732",8.2
2012-16,NTA2010,4777,8,Bushwick North,938,3.1,"3,388",11.2,"21,870",72.3,"2,834",9.4
2012-16,NTA2010,4778,8,Bushwick South,"1,039",3,"4,919",14.1,"24,885",71.5,"2,278",6.5
2012-16,NTA2010,4779,8,Ocean Hill,34,0.3,"2,685",20.2,"9,515",71.5,568,4.3
2012-16,NTA2010,4781,8,Brownsville,107,0.6,"3,846",20,"13,480",70.1,"1,272",6.6
2012-16,NTA2010,4782,8,East New York,28,0.1,"9,464",26.6,"23,258",65.2,"1,726",4.8
2012-16,NTA2010,4783,8,Cypress Hills-City Line,68,0.3,"5,056",25.2,"13,513",67.5,733,3.7
2012-16,NTA2010,4785,8,East New York (Pennsylvania Ave),41,0.4,"2,300",22.3,"7,183",69.5,447,4.3
2012-16,NTA2010,4788,8,Borough Park,441,1.2,"10,155",28.4,"13,286",37.1,"9,835",27.5
2012-16,NTA2010,4790,8,East Williamsburg,406,2,"2,451",12.3,"14,432",72.5,"1,337",6.7
2012-16,NTA2010,4791,8,East Flatbush-Farragut,84,0.3,"7,316",29.9,"15,365",62.9,"1,070",4.4
2012-16,NTA2010,4793,8,Starrett City,0,0,"1,514",37.2,"2,375",58.3,185,4.5
2012-16,NTA2010,4795,8,Erasmus,11,0.1,"2,208",17.7,"9,030",72.5,689,5.5
2012-16,NTA2010,4796,8,Rugby-Remsen Village,87,0.4,"7,231",29.2,"15,484",62.4,"1,137",4.6
2012-16,NTA2010,6101,8,Marble Hill-Inwood,119,0.5,"3,727",15.6,"16,051",67.2,"2,214",9.3
2012-16,NTA2010,6103,8,Central Harlem North-Polo Grounds,353,1,"4,096",11.2,"26,617",72.5,"3,083",8.4
2012-16,NTA2010,6104,8,Hamilton Heights,678,2.5,"2,381",8.8,"20,529",75.9,"1,528",5.6
2012-16,NTA2010,6106,8,Manhattanville,76,0.7,695,6.7,"8,224",78.8,861,8.2
2012-16,NTA2010,6109,8,Morningside Heights,231,1,"1,225",5.5,"13,669",61.5,"4,971",22.4
2012-16,NTA2010,6111,8,Central Harlem South,263,1.1,"1,817",7.6,"18,287",76.4,"1,557",6.5
2012-16,NTA2010,6112,8,Upper West Side,"1,033",1.4,"5,738",7.8,"51,982",70.8,"6,039",8.2
2012-16,NTA2010,6113,8,Hudson Yards-Chelsea-Flatiron-Union Square,"1,437",2.8,"2,758",5.5,"25,899",51.3,"14,418",28.6
2012-16,NTA2010,6114,8,Lincoln Square,669,2,"2,087",6.1,"20,714",60.6,"6,259",18.3
2012-16,NTA2010,6115,8,Clinton,748,2.5,"1,449",4.8,"14,001",46.1,"11,270",37.1
2012-16,NTA2010,6117,8,Midtown-Midtown South,280,1.7,741,4.4,"6,460",38.3,"7,281",43.1
2012-16,NTA2010,6119,8,Turtle Bay-East Midtown,167,0.5,"2,861",8.8,"12,522",38.3,"12,733",39
2012-16,NTA2010,6120,8,Murray Hill-Kips Bay,349,1.2,"1,065",3.6,"12,555",42.6,"12,535",42.5
2012-16,NTA2010,6121,8,Gramercy,671,3.6,798,4.3,"9,904",53.6,"4,875",26.4
2012-16,NTA2010,6122,8,East Village,"1,318",5,"1,160",4.4,"15,038",56.6,"6,470",24.4
2012-16,NTA2010,6123,8,West Village,"1,483",3.5,"2,695",6.3,"21,583",50.8,"10,788",25.4
2012-16,NTA2010,6124,8,SoHo-TriBeCa-Civic Center-Little Italy,603,2.4,"1,604",6.4,"13,186",52.5,"6,329",25.2
2012-16,NTA2010,6125,8,Battery Park City-Lower Manhattan,529,1.8,"1,489",5,"16,429",54.9,"9,138",30.5
2012-16,NTA2010,6127,8,Chinatown,726,3.4,"1,763",8.3,"11,069",52,"6,034",28.3
2012-16,NTA2010,6128,8,Lower East Side,"1,418",4.8,"2,469",8.3,"16,916",57.2,"7,284",24.6
2012-16,NTA2010,6131,8,Lenox Hill-Roosevelt Island,567,1.2,"4,648",9.4,"24,481",49.8,"13,394",27.2
2012-16,NTA2010,6132,8,Yorkville,491,1,"3,975",7.8,"33,132",65.1,"6,404",12.6
2012-16,NTA2010,6133,8,East Harlem South,390,1.5,"1,939",7.6,"16,954",66.7,"4,557",17.9
2012-16,NTA2010,6134,8,East Harlem North,205,0.9,"2,162",9.4,"17,041",74.3,"2,614",11.4
2012-16,NTA2010,6135,8,Washington Heights North,258,0.7,"4,134",11.7,"24,173",68.2,"4,138",11.7
2012-16,NTA2010,6136,8,Washington Heights South,682,1.6,"5,157",12,"28,801",66.8,"5,495",12.7
2012-16,NTA2010,6140,8,Upper East Side-Carnegie Hill,189,0.6,"2,951",9.9,"14,325",48,"5,566",18.7
2012-16,NTA2010,6150,8,Stuyvesant Town-Cooper Village,630,4.8,"1,061",8.1,"7,893",60.2,"2,361",18
2012-16,NTA2010,8101,8,South Jamaica,19,0.1,"6,949",40.6,"9,166",53.6,634,3.7
2012-16,NTA2010,8102,8,Springfield Gardens North,0,0,"6,076",47.5,"5,626",44,472,3.7
2012-16,NTA2010,8103,8,Springfield Gardens South-Brookville,0,0,"4,966",52,"4,143",43.4,223,2.3
2012-16,NTA2010,8105,8,Rosedale,0,0,"8,138",58.5,"5,067",36.4,189,1.4
2012-16,NTA2010,8106,8,Jamaica Estates-Holliswood,8,0.1,"6,170",50.1,"5,381",43.7,344,2.8
2012-16,NTA2010,8107,8,Hollis,0,0,"4,827",45.6,"5,151",48.7,194,1.8
2012-16,NTA2010,8108,8,St. Albans,3,0,"13,160",50.7,"11,374",43.8,539,2.1
2012-16,NTA2010,8110,8,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,163,1.4,"7,810",65.2,"3,117",26,409,3.4
2012-16,NTA2010,8112,8,Hammels-Arverne-Edgemere,74,0.5,"6,273",44.2,"6,944",48.9,517,3.6
2012-16,NTA2010,8115,8,Far Rockaway-Bayswater,104,0.5,"10,261",49.1,"7,627",36.5,"1,990",9.5
2012-16,NTA2010,8117,8,Forest Hills,90,0.2,"11,879",27.3,"26,571",61,"2,550",5.9
2012-16,NTA2010,8118,8,Rego Park,75,0.5,"3,682",26.8,"8,224",59.8,"1,373",10
2012-16,NTA2010,8119,8,Glendale,58,0.3,"7,397",44.6,"7,826",47.1,923,5.6
2012-16,NTA2010,8120,8,Ridgewood,472,1.3,"7,854",21.8,"23,965",66.6,"2,482",6.9
2012-16,NTA2010,8121,8,Middle Village,44,0.2,"9,155",51.1,"7,211",40.2,991,5.5
2012-16,NTA2010,8122,8,Flushing,29,0.1,"11,218",35.7,"14,124",44.9,"5,011",15.9
2012-16,NTA2010,8123,8,College Point,59,0.5,"5,955",52.9,"4,011",35.6,776,6.9
2012-16,NTA2010,8125,8,Corona,375,1.4,"5,847",22.5,"16,508",63.6,"2,501",9.6
2012-16,NTA2010,8126,8,North Corona,203,0.8,"4,616",17.7,"18,604",71.3,"2,309",8.8
2012-16,NTA2010,8127,8,East Elmhurst,201,2.1,"3,050",32.3,"5,144",54.5,706,7.5
2012-16,NTA2010,8128,8,Jackson Heights,491,1,"13,182",26,"32,662",64.5,"3,167",6.3
2012-16,NTA2010,8129,8,Elmhurst,358,0.9,"6,843",17.1,"28,573",71.5,"3,166",7.9
2012-16,NTA2010,8130,8,Maspeth,98,0.7,"6,494",45.7,"6,484",45.6,762,5.4
2012-16,NTA2010,8131,8,Hunters Point-Sunnyside-West Maspeth,439,1.1,"6,106",15.5,"28,801",73.2,"2,201",5.6
2012-16,NTA2010,8133,8,Cambria Heights,26,0.3,"5,635",60.3,"3,383",36.2,86,0.9
2012-16,NTA2010,8134,8,Queens Village,74,0.3,"14,025",53.3,"11,068",42.1,392,1.5
2012-16,NTA2010,8135,8,Briarwood-Jamaica Hills,38,0.2,"6,615",31.9,"12,179",58.7,"1,354",6.5
2012-16,NTA2010,8137,8,Kew Gardens Hills,14,0.1,"8,067",47.6,"7,005",41.4,"1,263",7.5
2012-16,NTA2010,8138,8,Pomonok-Flushing Heights-Hillcrest,21,0.1,"7,775",52,"5,674",37.9,975,6.5
2012-16,NTA2010,8141,8,Fresh Meadows-Utopia,0,0,"4,853",55.8,"3,163",36.4,271,3.1
2012-16,NTA2010,8142,8,Oakland Gardens,0,0,"8,565",63.8,"4,049",30.1,183,1.4
2012-16,NTA2010,8143,8,Bellerose,0,0,"8,011",66.3,"3,317",27.5,296,2.5
2012-16,NTA2010,8144,8,Glen Oaks-Floral Park-New Hyde Park,18,0.2,"7,634",71.5,"2,341",21.9,290,2.7
2012-16,NTA2010,8145,8,Douglas Manor-Douglaston-Little Neck,25,0.2,"7,894",64.7,"3,140",25.7,327,2.7
2012-16,NTA2010,8146,8,Bayside-Bayside Hills,19,0.1,"13,574",62.7,"6,637",30.7,712,3.3
2012-16,NTA2010,8147,8,Ft. Totten-Bay Terrace-Clearview,66,0.7,"6,216",63.3,"2,860",29.1,227,2.3
2012-16,NTA2010,8148,8,Auburndale,29,0.3,"5,760",59.2,"3,390",34.9,180,1.9
2012-16,NTA2010,8149,8,Whitestone,0,0,"10,092",72.3,"3,146",22.5,401,2.9
2012-16,NTA2010,8150,8,Elmhurst-Maspeth,157,1.2,"3,520",26.5,"8,595",64.8,646,4.9
2012-16,NTA2010,8151,8,Murray Hill,74,0.3,"10,830",45.9,"9,155",38.8,"2,828",12
2012-16,NTA2010,8152,8,East Flushing,41,0.3,"5,553",45.8,"4,986",41.1,936,7.7
2012-16,NTA2010,8153,8,Woodhaven,34,0.1,"10,104",34.7,"16,665",57.2,"1,513",5.2
2012-16,NTA2010,8154,8,Richmond Hill,77,0.2,"11,775",37.9,"16,218",52.2,"1,875",6
2012-16,NTA2010,8155,8,South Ozone Park,66,0.2,"18,418",46.2,"18,422",46.2,"1,415",3.6
2012-16,NTA2010,8156,8,Ozone Park,6,0.1,"4,819",46.3,"4,797",46.1,497,4.8
2012-16,NTA2010,8157,8,Lindenwood-Howard Beach,0,0,"8,446",66.1,"3,885",30.4,282,2.2
2012-16,NTA2010,8160,8,Kew Gardens,232,1.9,"3,638",30.5,"6,595",55.3,668,5.6
2012-16,NTA2010,8161,8,Jamaica,63,0.3,"5,874",23.9,"16,028",65.1,"1,761",7.2
2012-16,NTA2010,8162,8,Queensboro Hill,51,0.6,"5,101",55.5,"3,626",39.5,300,3.3
2012-16,NTA2010,8163,8,Woodside,93,0.4,"4,781",21.7,"15,366",69.9,"1,100",5
2012-16,NTA2010,8166,8,Laurelton,32,0.2,"7,112",54.8,"5,256",40.5,203,1.6
2012-16,NTA2010,8168,8,Queensbridge-Ravenswood-Long Island City,170,2.1,"1,162",14.4,"5,698",70.4,796,9.8
2012-16,NTA2010,8170,8,Astoria,613,1.4,"6,415",14.4,"33,055",74.1,"2,950",6.6
2012-16,NTA2010,8171,8,Old Astoria,312,2.1,"2,462",16.6,"10,337",69.7,953,6.4
2012-16,NTA2010,8172,8,Steinway,160,0.6,"6,574",24.5,"16,892",62.9,"1,829",6.8
2012-16,NTA2010,8176,8,Baisley Park,46,0.3,"8,114",46.2,"8,373",47.7,528,3
2012-16,NTA2010,8501,8,Annadale-Huguenot-Prince's Bay-Eltingville,0,0,"9,604",73,"3,020",23,128,1
2012-16,NTA2010,8505,8,New Springville-Bloomfield-Travis,16,0.1,"12,140",67.6,"4,779",26.6,386,2.1
2012-16,NTA2010,8507,8,Westerleigh,9,0.1,"7,515",69.4,"2,869",26.5,264,2.4
2012-16,NTA2010,8508,8,Grymes Hill-Clifton-Fox Hills,0,0,"4,670",52.9,"3,614",40.9,313,3.5
2012-16,NTA2010,8511,8,Charleston-Richmond Valley-Tottenville,0,0,"8,381",77.1,"2,107",19.4,69,0.6
2012-16,NTA2010,8512,8,Mariner's Harbor-Arlington-Port Ivory-Graniteville,17,0.1,"7,013",57.9,"4,606",38,307,2.5
2012-16,NTA2010,8514,8,Grasmere-Arrochar-Ft. Wadsworth,16,0.2,"3,892",54.6,"2,589",36.3,221,3.1
2012-16,NTA2010,8522,8,West New Brighton-New Brighton-St. George,71,0.5,"5,894",44.9,"5,968",45.5,782,6
2012-16,NTA2010,8524,8,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,5,0,"10,300",71.6,"3,214",22.3,257,1.8
2012-16,NTA2010,8525,8,Oakwood-Oakwood Beach,0,0,"6,033",66.1,"2,699",29.6,167,1.8
2012-16,NTA2010,8528,8,Port Richmond,0,0,"4,751",58.5,"2,720",33.5,220,2.7
2012-16,NTA2010,8532,8,Rossville-Woodrow,0,0,"6,820",70.1,"2,462",25.3,229,2.4
2012-16,NTA2010,8535,8,New Brighton-Silver Lake,16,0.2,"4,896",63.6,"2,356",30.6,203,2.6
2012-16,NTA2010,8536,8,Old Town-Dongan Hills-South Beach,11,0.1,"5,868",56.5,"3,576",34.4,454,4.4
2012-16,NTA2010,8537,8,Stapleton-Rosebank,80,0.7,"5,442",48.1,"4,938",43.7,442,3.9
2012-16,NTA2010,8545,8,New Dorp-Midland Beach,0,0,"6,144",64.4,"2,849",29.9,251,2.6
2012-16,NTA2010,8548,8,Arden Heights,0,0,"8,841",72.6,"2,787",22.9,26,0.2
2012-16,NTA2010,8554,8,Great Kills,22,0.1,"14,289",70.4,"5,186",25.5,259,1.3
2012-16,CD,101,6,Financial District (CD1),"2,615",2.7,"5,788",5.9,"51,198",52.5,"26,255",26.9
2012-16,CD,102,6,Greenwich Village and Soho (CD2),"2,615",2.7,"5,788",5.9,"51,198",52.5,"26,255",26.9
2012-16,CD,103,6,Lower East Side and Chinatown (CD3),"3,462",4.5,"5,392",7,"43,023",55.6,"19,788",25.6
2012-16,CD,104,6,Clinton and Chelsea (CD4),"2,465",2.5,"4,948",5.1,"46,360",47.4,"32,969",33.7
2012-16,CD,105,6,Midtown (CD5),"2,465",2.5,"4,948",5.1,"46,360",47.4,"32,969",33.7
2012-16,CD,106,6,Stuyvesant Town and Turtle Bay (CD6),"1,817",1.9,"5,785",6.2,"42,874",45.7,"32,504",34.7
2012-16,CD,107,6,Upper West Side (CD7),"1,702",1.6,"7,825",7.3,"72,696",67.5,"12,298",11.4
2012-16,CD,108,6,Upper East Side (CD8),"1,247",1,"11,574",8.9,"71,938",55.4,"25,364",19.5
2012-16,CD,109,6,Morningside Heights and Hamilton Heights (CD9),985,1.6,"4,301",7.2,"42,422",71,"7,360",12.3
2012-16,CD,110,6,Central Harlem (CD10),616,1,"5,913",9.7,"44,904",74,"4,640",7.6
2012-16,CD,111,6,East Harlem (CD11),595,1.2,"4,101",8.5,"33,995",70.3,"7,171",14.8
2012-16,CD,112,6,Washington Heights and Inwood (CD12),"1,059",1,"13,018",12.7,"69,025",67.4,"11,847",11.6
2012-16,CD,201,6,Mott Haven and Melrose (CD1),285,0.6,"7,592",14.9,"35,608",69.9,"4,894",9.6
2012-16,CD,202,6,Hunts Point and Longwood (CD2),285,0.6,"7,592",14.9,"35,608",69.9,"4,894",9.6
2012-16,CD,203,6,Morrisania and Crotona (CD3),178,0.3,"11,506",20.4,"36,483",64.8,"5,459",9.7
2012-16,CD,204,6,Highbridge and Concourse (CD4),107,0.2,"9,375",17.9,"35,843",68.4,"4,260",8.1
2012-16,CD,205,6,Fordham and University Heights (CD5),125,0.2,"9,150",17.6,"35,048",67.5,"4,511",8.7
2012-16,CD,206,6,Belmont and East Tremont (CD6),178,0.3,"11,506",20.4,"36,483",64.8,"5,459",9.7
2012-16,CD,207,6,Kingsbridge Heights and Bedford (CD7),156,0.3,"9,511",17.8,"36,285",67.8,"5,024",9.4
2012-16,CD,208,6,Riverdale and Fieldston (CD8),304,0.6,"14,566",29.7,"27,284",55.7,"3,965",8.1
2012-16,CD,209,6,Parkchester and Soundview (CD9),211,0.3,"21,328",28.6,"46,230",61.9,"4,405",5.9
2012-16,CD,210,6,Throgs Neck and Co-op City (CD10),71,0.1,"25,691",48.3,"23,124",43.5,"2,658",5
2012-16,CD,211,6,Morris Park and Bronxdale (CD11),255,0.5,"19,668",35.4,"28,686",51.6,"4,472",8
2012-16,CD,212,6,Williamsbridge and Baychester (CD12),217,0.4,"24,567",39.7,"32,002",51.7,"3,003",4.9
2012-16,CD,301,6,Greenpoint and Williamsburg (CD1),"2,520",3.1,"10,181",12.5,"52,278",64.4,"10,328",12.7
2012-16,CD,302,6,Fort Greene and Brooklyn Heights (CD2),"2,548",3.6,"6,693",9.4,"48,795",68.5,"6,890",9.7
2012-16,CD,303,6,Bedford Stuyvesant (CD3),"1,866",3.1,"9,298",15.5,"40,371",67.1,"5,500",9.1
2012-16,CD,304,6,Bushwick (CD4),"1,977",3,"8,307",12.8,"46,755",71.9,"5,112",7.9
2012-16,CD,305,6,East New York and Starrett City (CD5),96,0.2,"16,034",26.8,"39,146",65.5,"2,644",4.4
2012-16,CD,306,6,Park Slope and Carroll Gardens (CD6),"2,181",3.3,"7,017",10.5,"44,860",66.9,"5,811",8.7
2012-16,CD,307,6,Sunset Park (CD7),"1,358",2,"11,053",15.9,"45,051",64.8,"9,458",13.6
2012-16,CD,308,6,Crown Heights and Prospect Heights (CD8),"1,794",2.9,"8,809",14.2,"44,266",71.1,"3,768",6.1
2012-16,CD,309,6,South Crown Heights and Lefferts Gardens (CD9),627,1.3,"8,144",16.4,"34,580",69.5,"3,961",8
2012-16,CD,310,6,Bay Ridge and Dyker Heights (CD10),399,0.7,"18,288",31.5,"31,620",54.5,"5,356",9.2
2012-16,CD,311,6,Bensonhurst (CD11),691,0.8,"23,178",27.8,"50,503",60.5,"6,227",7.5
2012-16,CD,312,6,Borough Park (CD12),814,1.4,"17,075",28.5,"26,609",44.3,"11,967",19.9
2012-16,CD,313,6,Coney Island (CD13),184,0.4,"12,750",30.3,"23,022",54.8,"4,161",9.9
2012-16,CD,314,6,Flatbush and Midwood (CD14),986,1.4,"17,293",24.7,"42,356",60.6,"5,942",8.5
2012-16,CD,315,6,Sheepshead Bay (CD15),596,0.9,"22,635",35.2,"32,180",50,"5,114",8
2012-16,CD,316,6,Brownsville (CD16),182,0.4,"8,831",20.6,"30,178",70.4,"2,287",5.3
2012-16,CD,317,6,East Flatbush (CD17),182,0.3,"16,755",27.2,"39,879",64.6,"2,896",4.7
2012-16,CD,318,6,Flatlands and Canarsie (CD18),275,0.3,"43,074",44.4,"47,196",48.7,"3,606",3.7
2012-16,CD,401,6,Long Island City and Astoria (CD1),"1,255",1.3,"16,613",17.6,"65,982",69.9,"6,528",6.9
2012-16,CD,402,6,Woodside and Sunnyside (CD2),689,0.9,"14,407",19.3,"52,762",70.7,"3,947",5.3
2012-16,CD,403,6,Jackson Heights (CD3),895,1,"20,848",24.2,"56,410",65.4,"6,182",7.2
2012-16,CD,404,6,Elmhurst and Corona (CD4),733,1.1,"12,690",19.3,"45,081",68.4,"5,667",8.6
2012-16,CD,405,6,Ridgewood and Maspeth (CD5),672,0.8,"30,900",36.5,"45,486",53.7,"5,158",6.1
2012-16,CD,406,6,Rego Park and Forest Hills (CD6),165,0.3,"15,561",27.2,"34,795",60.7,"3,923",6.8
2012-16,CD,407,6,Flushing and Whitestone (CD7),320,0.3,"54,965",49.3,"41,908",37.6,"10,479",9.4
2012-16,CD,408,6,Hillcrest and Fresh Meadows (CD8),81,0.1,"33,480",45.5,"33,402",45.4,"4,207",5.7
2012-16,CD,409,6,Kew Gardens and Woodhaven (CD9),343,0.5,"25,517",35.4,"39,478",54.7,"4,056",5.6
2012-16,CD,410,6,South Ozone Park and Howard Beach (CD10),72,0.1,"31,683",50.3,"27,104",43,"2,194",3.5
2012-16,CD,411,6,Bayside and Little Neck (CD11),73,0.1,"35,793",62.8,"17,216",30.2,"1,402",2.5
2012-16,CD,412,6,Jamaica and Hollis (CD12),131,0.1,"45,000",41.4,"55,718",51.3,"4,128",3.8
2012-16,CD,413,6,Queens Village (CD13),150,0.2,"55,521",58.5,"34,575",36.5,"1,679",1.8
2012-16,CD,414,6,Rockaway and Broad Channel (CD14),341,0.7,"24,344",51.7,"17,688",37.6,"2,916",6.2
2012-16,CD,501,6,St. George and Stapleton (CD1),193,0.3,"40,181",55.8,"27,071",37.6,"2,531",3.5
2012-16,CD,502,6,South Beach and Willowbrook (CD2),48,0.1,"38,344",64.5,"17,007",28.6,"1,569",2.6
2012-16,CD,503,6,Tottenville and Great Kills (CD3),22,0,"53,968",71.6,"18,261",24.2,878,1.2
2012-16,Subboro,1,5,Mott Haven/Hunts Point,285,0.6,"7,592",14.9,"35,608",69.9,"4,894",9.6
2012-16,Subboro,2,5,Morrisania/East Tremont,178,0.3,"11,787",20.7,"36,833",64.6,"5,463",9.6
2012-16,Subboro,3,5,Highbridge/South Concourse,107,0.2,"9,375",17.9,"35,843",68.4,"4,260",8.1
2012-16,Subboro,4,5,University Heights/Fordham,125,0.2,"9,150",17.6,"35,048",67.5,"4,511",8.7
2012-16,Subboro,5,5,Kingsbridge Heights/Mosholu,156,0.3,"9,511",17.8,"36,285",67.8,"5,024",9.4
2012-16,Subboro,6,5,Riverdale/Kingsbridge,304,0.6,"14,566",29.7,"27,284",55.7,"3,965",8.1
2012-16,Subboro,7,5,Soundview/Parkchester,211,0.3,"21,328",28.5,"46,328",62,"4,405",5.9
2012-16,Subboro,8,5,Throgs Neck/Co-op City,71,0.1,"25,717",48.3,"23,147",43.5,"2,658",5
2012-16,Subboro,9,5,Pelham Parkway,255,0.5,"19,668",35.4,"28,686",51.6,"4,472",8
2012-16,Subboro,10,5,Williamsbridge/Baychester,217,0.4,"24,567",39.7,"32,033",51.7,"3,003",4.9
2012-16,Subboro,11,5,Williamsburg/Greenpoint,"2,520",3.1,"10,181",12.5,"52,278",64.4,"10,328",12.7
2012-16,Subboro,12,5,Brooklyn Heights/Fort Greene,"2,572",3.6,"6,746",9.4,"48,914",68.4,"6,900",9.6
2012-16,Subboro,13,5,Bedford Stuyvesant,"1,866",3.1,"9,298",15.5,"40,371",67.1,"5,500",9.1
2012-16,Subboro,14,5,Bushwick,"1,977",3,"8,307",12.8,"46,755",71.9,"5,112",7.9
2012-16,Subboro,15,5,East New York/Starret City,96,0.2,"16,034",26.8,"39,146",65.5,"2,644",4.4
2012-16,Subboro,16,5,Park Slope/Carroll Gardens,"2,181",3.3,"7,017",10.5,"44,860",66.9,"5,811",8.7
2012-16,Subboro,17,5,Sunset Park,"1,358",2,"11,053",15.9,"45,051",64.8,"9,458",13.6
2012-16,Subboro,18,5,N. Crown Heights/Prospect Heights,"1,794",2.9,"8,809",14.2,"44,266",71.1,"3,768",6.1
2012-16,Subboro,19,5,South Crown Heights,627,1.3,"8,144",16.4,"34,580",69.5,"3,961",8
2012-16,Subboro,20,5,Bay Ridge,399,0.7,"18,288",31.5,"31,620",54.5,"5,356",9.2
2012-16,Subboro,21,5,Bensonhurst,691,0.8,"23,178",27.8,"50,503",60.5,"6,227",7.5
2012-16,Subboro,22,5,Borough Park,814,1.4,"17,075",28.5,"26,609",44.3,"11,967",19.9
2012-16,Subboro,23,5,Coney Island,184,0.4,"12,750",30.3,"23,022",54.8,"4,161",9.9
2012-16,Subboro,24,5,Flatbush,986,1.4,"17,293",24.7,"42,356",60.6,"5,942",8.5
2012-16,Subboro,25,5,Sheepshead Bay/Gravesend,596,0.9,"22,635",35.2,"32,180",50,"5,114",8
2012-16,Subboro,26,5,Brownsville/Ocean Hill,182,0.4,"8,831",20.6,"30,178",70.4,"2,287",5.3
2012-16,Subboro,27,5,East Flatbush,182,0.3,"16,763",27.2,"39,879",64.6,"2,896",4.7
2012-16,Subboro,28,5,Flatlands/Canarsie,275,0.3,"43,078",44.4,"47,208",48.7,"3,606",3.7
2012-16,Subboro,29,5,Greenwich Village/Financial District,"2,615",2.7,"5,788",5.9,"51,198",52.5,"26,255",26.9
2012-16,Subboro,30,5,Lower East Side/Chinatown,"3,462",4.5,"5,392",7,"43,023",55.6,"19,788",25.6
2012-16,Subboro,31,5,Chelsea/Clinton/Midtown,"2,465",2.5,"4,948",5.1,"46,360",47.4,"32,969",33.7
2012-16,Subboro,32,5,Stuyvesant Town/Turtle Bay,"1,817",1.9,"5,785",6.2,"42,874",45.7,"32,504",34.7
2012-16,Subboro,33,5,Upper West Side,"1,702",1.6,"7,825",7.3,"72,696",67.5,"12,298",11.4
2012-16,Subboro,34,5,Upper East Side,"1,247",1,"11,574",8.9,"71,938",55.4,"25,364",19.5
2012-16,Subboro,35,5,Morningside Heights/Hamilton Heights,985,1.6,"4,301",7.2,"42,422",71,"7,360",12.3
2012-16,Subboro,36,5,Central Harlem,616,1,"5,913",9.7,"44,904",74,"4,640",7.6
